country_code,country,year,agriculture_pct_gdp,arable_land_pct,gdp_per_capita_usd,population,rural_population_pct
UGA,Uganda,2006,24.0349329838703,30.5290025524248,346.518255310647,28794003.0,85.4148479725353
UGA,Uganda,2007,22.2781136788689,31.2797157299434,401.389130865581,29653430.0,84.505701899861
UGA,Uganda,2008,21.3845985625607,32.2806666333016,472.842681495852,30539553.0,83.4929358056045
UGA,Uganda,2009,34.872859937466,33.0313798108203,798.947089938247,31451151.0,82.3876476630652
UGA,Uganda,2010,32.8680090776536,33.6624775583483,823.488144282,32390802.0,81.2009354455428
UGA,Uganda,2011,28.9692474777902,34.1611809295831,835.620060555838,33354543.0,79.9438971263369
UGA,Uganda,2012,27.177257747558,34.4105326152005,795.222867553127,34337438.0,78.627630678747
UGA,Uganda,2013,26.0303237402959,34.4105326152005,818.285427416713,35337042.0,77.2632340760729
UGA,Uganda,2014,24.8199759353437,34.4105326152005,896.054795546394,36395539.0,75.8061496608174
UGA,Uganda,2015,23.4723696930371,34.4105326152005,862.934610355811,37531446.0,75.0222143439573
UGA,Uganda,2016,22.6603227869887,34.4105326152005,752.696571725656,38799152.0,74.3046432865902
UGA,Uganda,2017,23.4588353827426,34.4105326152005,765.218332297361,40177388.0,73.5860739420454
UGA,Uganda,2018,23.2502935412734,34.4105326152005,792.16570022814,41565831.0,72.8719524981116
UGA,Uganda,2019,22.9455088065564,34.4105326152005,822.171150036357,42999637.0,72.1630218200597
UGA,Uganda,2020,23.9290337205103,34.4105326152005,845.766463890124,44457152.0,71.4600247728498
UGA,Uganda,2021,23.8418038272172,34.4105326152005,882.791717542504,45910930.0,70.7637042210978
UGA,Uganda,2022,24.0117220529553,34.4105326152005,963.067314117178,47312719.0,70.0748030290335
UGA,Uganda,2023,24.0895746897278,34.4105326152005,1002.30913917142,48656601.0,69.3940640604505
UGA,Uganda,2024,24.618950598633,,1077.91278452817,50015092.0,68.7222301786443
VNM,Viet Nam,2000,24.5345819955349,19.9318459461197,404.029784055118,77154011.0,75.6327473080228
VNM,Viet Nam,2001,23.2410475903552,21.3732360410171,419.205677580901,77969361.0,75.0510637274857
VNM,Viet Nam,2002,23.0294421776834,21.2526163258735,445.132861817313,78772224.0,74.4459074334341
VNM,Viet Nam,2003,22.5424367056108,21.2242396878124,497.117089249256,79563777.0,73.8254592169717
VNM,Viet Nam,2004,21.8076993514673,20.8646434676041,565.452284586212,80338971.0,73.1978998692023
VNM,Viet Nam,2005,19.2999788840494,20.3236829403172,710.746759994861,81088313.0,72.5714101812298
VNM,Viet Nam,2006,18.7267854535521,20.2944420467079,807.756645117054,82167897.0,71.9541709441578
VNM,Viet Nam,2007,18.655099701709,20.1869732977559,925.640338348717,83633375.0,71.3543629490901
VNM,Viet Nam,2008,20.4131439246507,20.0852323588839,1163.83195772873,85175788.0,70.7801669871307
VNM,Viet Nam,2009,19.1684598670425,20.1431120148867,1226.16976051536,86460018.0,70.2418652644325
VNM,Viet Nam,2010,15.3750906872381,20.5474729806508,1683.16182443979,87455152.0,69.7495972741474
VNM,Viet Nam,2011,16.2591484896283,20.5487672527164,1950.92504174913,88468314.0,69.3003958319004
VNM,Viet Nam,2012,16.199507640393,20.4216208283752,2185.11767654291,89510356.0,68.8777220596971
VNM,Viet Nam,2013,15.2156122465127,20.5196472555451,2359.51736472828,90573104.0,68.4665798275457
VNM,Viet Nam,2014,14.8803489262722,20.4533923049676,2546.38464459903,91679578.0,68.0519730054546
VNM,Viet Nam,2015,14.4747261789547,22.3458196519913,2577.56885340113,92823254.0,67.6189054634321
VNM,Viet Nam,2016,13.8182553730866,22.3302179094857,2735.0604380416,94000117.0,67.1523810714864
VNM,Viet Nam,2017,12.9298794852362,22.2981273312636,2956.10992127753,95176977.0,66.6374036996258
VNM,Viet Nam,2018,12.3066684310428,22.1807809743195,3222.31003125366,96237319.0,66.0589772178588
VNM,Viet Nam,2019,11.7845285540387,21.6444553630966,3440.90025375434,97173776.0,65.3760865000489
VNM,Viet Nam,2020,12.6554035685556,21.6540269088055,3534.03953482647,98079191.0,64.4293323700258
VNM,Viet Nam,2021,12.6030904652745,21.6740633444895,3704.1935590038,98935098.0,63.3459343573397
VNM,Viet Nam,2022,11.8802998302585,21.5455493907711,4147.69777213621,99680655.0,62.4521484375
VNM,Viet Nam,2023,11.8616711588794,21.4673179571769,4323.35031982451,100352192.0,61.8701095581055
VNM,Viet Nam,2024,11.8634906983546,,4717.29028732449,100987686.0,61.5099296569824
